customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3616-ILNNO,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.29,439.78,No
3617-COSXT,Male,0,No,Yes,44,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.03,2767.53,Yes
3618-NHESD,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,56.4,259.25,Yes
3619-NPTXF,Male,0,Yes,No,31,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.02,2359.55,No
3620-WYFCO,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),81.04,1287.73,No
3621-CKCJR,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.44,2913.51,Yes
3622-APPJA,Female,1,No,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.14,3397.68,No
3623-DCELY,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,71.26,No
3624-LMXLY,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,55.12,1367.87,No
3625-PMEXD,Female,0,No,No,70,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),33.64,2371.48,No
3626-UOLSU,Male,0,Yes,No,15,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,69.39,1069.36,No
3627-SUKUF,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,65.29,2422.82,No
3628-IALZN,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.92,724.38,No
3629-FAVBX,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.23,3705.21,No
3630-KCJFF,Male,0,No,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.41,3440.96,No
3631-TUBZZ,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.1,866.27,No
3632-XJWZF,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.58,3057.58,Yes
3633-WQNEW,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.39,297.34,No
3634-QBILS,Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,60.42,1248.0,No
3635-VGIUP,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.27,178.42,No
3636-TKLOR,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.42,227.82,Yes
3637-SPOEK,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,71.17,4310.85,No
3638-ORMDQ,Male,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),41.07,850.61,Yes
3639-DPWON,Male,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),78.71,3964.81,No
3640-LCJHF,Male,1,No,No,66,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,59.83,3920.89,No
3641-VNQUS,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),48.67,1482.96,No
3642-POZOA,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.46,4238.71,No
3643-XWWLJ,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1237.64,No
3644-NJJTK,Female,0,No,No,57,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,48.88,2818.86,No
3645-VPION,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,65.7,2256.77,No
3646-SIDUG,Male,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,31.12,962.22,No
3647-VZHXH,Male,0,Yes,No,56,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),49.05,2756.37,No
3648-SOPZV,Female,1,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.06,662.37,Yes
3649-WIZZL,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.67,1122.07,No
3650-PDEHA,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,35.42,1892.17,No
3651-FODUK,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),81.76,2884.24,Yes
3652-ERXOR,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.86,3596.14,Yes
3653-TMEAV,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.43,1174.3,No
3654-RNEFX,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.81,429.67,Yes
3655-YPVUL,Female,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,65.77,786.84,No
3656-TRBWU,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.84,242.36,Yes
3657-WMQQP,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),78.62,3459.45,No
3658-URHCQ,Female,0,No,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.03,960.41,No
3659-RZZWF,Male,1,No,No,47,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,48.91,2293.43,No
3660-HWZMH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,58.17,760.87,No
3661-SFWOJ,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,478.43,No
3662-QAGMC,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.69,467.83,Yes
3663-SOEKV,Female,0,No,Yes,58,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.44,3226.12,Yes
3664-RCFCE,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.06,3053.47,Yes
3665-ISMFK,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,404.56,No
3666-UUNFF,Male,0,No,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),79.06,5637.53,No
3667-QKOIU,Male,1,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.08,4244.4,No
3668-QXGGU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,37.38,703.16,Yes
3669-AYYHE,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.74,198.18,Yes
3670-SHQSL,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.63,342.15,Yes
3671-WODWL,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,39.89,1155.48,No
3672-MNEVP,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,70.86,4282.52,No
3673-GOMZP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.22,88.75,No
3674-LGPWW,Male,1,No,Yes,50,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,44.1,2288.94,No
3675-MWCOC,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.4,846.33,No
3676-GRNRS,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),81.0,3878.44,Yes
3677-NTFHZ,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.39,480.7,Yes
3678-ZGTRR,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.71,200.7,No
3679-OTVSV,Female,1,No,Yes,22,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,50.08,1112.67,No
3680-UUBHU,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,43.36,3099.07,No
3681-KRWMI,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.46,5343.73,Yes
3682-IQGIV,Female,0,No,Yes,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.9,915.03,Yes
3683-ABDND,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,255.72,No
3684-BHRSN,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.27,693.38,Yes
3685-TYJQH,Male,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,55.56,504.26,No
3686-NUWHE,Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.67,910.02,Yes
3687-PHJHI,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),43.82,1543.24,No
3688-RCQTO,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.44,2279.81,No
3689-UQHBQ,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.85,2149.03,No
3690-REIIB,Female,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,65.84,3823.89,No
3691-BSWCQ,Male,1,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.1,4089.43,Yes
3692-NNNFC,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.47,2369.28,No
3693-APDAQ,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,350.5,No
3694-RZHBR,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,59.11,3871.89,No
3695-PZJHL,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.52,38.38,No
3696-VPLKT,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),50.74,216.35,No
3697-SACLI,Female,1,No,No,48,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,54.46,2707.62,No
3698-UVEAJ,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.46,1738.6,No
3699-QDOSH,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.72,1829.16,No
3700-WOGOH,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,58.15,1649.29,No
3701-ZWJRD,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.67,1857.04,Yes
3702-OKVCO,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,72.37,1021.54,No
3703-COFAN,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.56,1021.4,Yes
3704-PAUQZ,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),49.92,2814.5,No
3705-HRPFJ,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,86.37,2002.51,No
3706-JEZLT,Male,0,No,No,69,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),65.82,4506.44,No
3707-QNNCL,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,74.39,274.01,Yes
3708-TRLBB,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.57,3094.49,Yes
3709-QJRVS,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,76.43,2947.37,No
3710-ZUAXD,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1046.11,No
3711-YDBSU,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),57.05,547.61,No
3712-LJMVW,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,53.61,3605.94,No
3713-TWOZC,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.28,1355.34,Yes
3714-WTMHY,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.21,1795.14,No
3715-GXHRI,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.65,56.94,No
3716-FDOEZ,Male,1,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.26,2167.91,Yes
3717-EGIGI,Male,0,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),64.88,2392.91,No
3718-TJZDF,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.59,38.43,Yes
3719-XNIAQ,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.02,3729.22,Yes
3720-MXGIK,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,64.35,3750.15,No
3721-CZLUC,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,18.8,Yes
3722-OUJAN,Male,0,Yes,No,66,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,53.05,3490.09,No
3723-TFBWH,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.22,2825.82,Yes
3724-ADDET,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.35,2536.72,No
3725-IWMRQ,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,74.61,4761.66,No
3726-YAVOB,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.27,4479.8,No
3727-PTVEV,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,66.84,2244.32,No
3728-SEBGC,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,385.88,No
3729-QXXCM,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),75.56,3342.29,No
3730-GYXCO,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.11,18.8,Yes
3731-RJWGI,Male,0,No,No,65,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,51.19,3420.14,No
3732-ETHND,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.27,689.18,Yes
3733-TNLBM,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.88,240.51,No
3734-ATGYI,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.36,1528.02,Yes
3735-ZQUWM,Male,0,No,Yes,19,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,57.0,1097.15,No
3736-WJPFP,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,147.67,No
3737-KZTCI,Male,1,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.53,450.65,No
3738-OMJTX,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,64.25,1338.71,No
3739-MQGFM,Male,1,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,85.07,1749.01,Yes
3740-QODON,Female,1,No,No,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,38.81,1650.71,No
3741-UKXDC,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,78.3,5347.51,No
3742-BTJMT,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.57,841.83,No
3743-ZUWYR,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.4,3375.16,Yes
3744-UPKJI,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),65.36,1830.45,Yes
3745-LSARN,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.19,302.86,Yes
3746-VUAQK,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.7,68.48,No
3747-TODOV,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),65.63,698.92,Yes
3748-VZNVA,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),81.46,1986.37,No
3749-ZIGWK,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,275.58,No
3750-WBBFW,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,38.5,75.22,Yes
3751-STNCG,Male,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,62.57,4118.03,No
3752-GDWEQ,Female,1,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.55,3122.55,No
3753-ZDWMP,Male,1,Yes,No,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.97,1731.91,No
3754-PBRAR,Male,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,51.55,338.16,Yes
3755-ZHKXX,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),66.79,110.98,Yes
3756-OPQQL,Female,1,Yes,Yes,36,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,60.21,2140.07,No
3757-JTFHM,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,71.46,1873.54,Yes
3758-BSVJD,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.42,1653.73,Yes
3759-LRGTX,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,43.87,1651.88,No
3760-XWZYD,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),60.64,2595.35,No
3761-GJZOL,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.51,2996.07,Yes
3762-ATRYP,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.84,1720.09,No
3763-ESDFZ,Male,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.08,1848.6,No
3764-QGXWG,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),32.26,1778.16,No
3765-IMTNP,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,37.46,374.94,No
3766-WIOER,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,366.71,No
3767-UTHOU,Male,0,No,Yes,69,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,69.44,4801.5,No
3768-YISZV,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.55,169.02,No
3769-FDKJC,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,440.07,No
3770-ALWOO,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.25,2632.25,Yes
3771-UNZGQ,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1245.13,Yes
3772-XSGCC,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.32,2863.89,Yes
3773-ZYRTV,Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),77.91,1656.72,No
3774-NCZZG,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,87.4,1688.27,No
3775-GECRO,Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,47.9,312.44,Yes
3776-TNDXH,Male,1,Yes,No,53,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.98,2471.3,Yes
3777-UMVHO,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.99,814.83,Yes
3778-QETDK,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.69,2223.5,No
3779-RJQOF,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),42.61,2157.72,No
3780-WUPOH,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.64,5348.0,Yes
3781-IKBMD,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),75.49,1286.6,Yes
3782-IESVC,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.57,3567.42,No
3783-UCFJE,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.12,4356.28,No
3784-YCVXG,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.25,712.04,No
3785-VRWHA,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.61,787.66,No
3786-YDXZG,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,466.18,No
3787-NMJWR,Female,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,45.33,2149.75,No
3788-ADPPR,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.6,2889.81,No
